Movie Name,Movie Score,Comments Number,Top 5 Comment
饮食男女,9.1,381753,"['看到最后，原来是老爸最猛~~', '人生不能像做菜，把所有的料都准备好了才下锅。还有就是，原来男人会一直有性欲。', '看完之后我就想当一辈子的姗姗。', '细腻又不做作，李安的一贯风格。', '“其实一家人住在一个屋檐下，照样可以各过各的日子，可是从心里产生的那种顾忌，才是一个家之所以为家的意义。”极其平淡的生活细节，但无不透尽亲情与爱意。归亚蕾那口熟悉又有趣的湘音也让我开怀。有时候，生活和烹饪是一样的道理，需要用心去投入才能做出一份好味道。★★★★']"
V字仇杀队,8.9,730542,"['观此片，有种身临其境的奇妙。', '人民不应该惧怕政府，政府应该惧怕人民。现实和电影的区别是，他们没开枪。', '这种电影掺了情爱那些东西就得降档次', '超好看！超感动！很有1984的味道~~~！', 'V真是偶心中的完美男人啊！！宽肩，细腰，翘臀，长腿，贵族的口音和品位，也有穿个粉条纹围裙做早餐的极Q时刻……面具一定要败个！']"
黑客帝国,9.0,524426,"['装逼哲学的开始', '有没有可能整个世界都是电脑模拟出来的，我们以及我们周围的一切也只是电脑中的一串代码？\n“你和所有人一样，生来就是奴隶，你生在一座自己感知不到的监狱”\n这种猜想已经足够震撼人心，但《黑客帝国》的深度还不止于此，它还在这个基础上提出了新的问题：\n你会选择蓝药丸还是红药丸？\n是选择美好的虚幻还是残酷的现实？\n表面上好像很好选，其实比我们想象中困难得多。\n一边是未来的末日世界，被饥饿和寒冷所摧残，还要面临...', '我都一直分不清真是和虚拟了，感觉像从一个梦掉进另一个梦里。', '1999年的电影，脑洞大得不止一点两点。更好玩的是，好像全世界正往那个方向走。这两天看完《未来简史》后不断想到这个电影，就复习了一遍。真是毫无违和感，一点都不像18年前的电影。', '""媒体和技术批判理论""|哈贝马斯，法兰克福学派，技术媒介，全景话语监狱，真实或虚假——拟态环境，波德里亚，后现代，信息过剩与贫瘠，赫胥黎，奥威尔或是波兹曼……']"
猫鼠游戏,9.0,524287,"['能让巨骗进FBI，这份惜才的胸襟才是一个民族强大的原因。', '我只想说，02年小李还是尖脸呢。', '简直就是《华尔街之狼》的前传。PS：K两礼拜书就能从小白考到各种执照，跪服....这样的天才，为非作歹必为大盗，秉公执法必为大侠，无论怎样人生都是闪亮亮的，再次跪服......PS：结尾说的是--人生难得好基友，何必天涯胜旅。', '诚实的人最自信，所以——我会尽量让自己不那么害怕。精彩绝伦的猫鼠游戏，现实比电影还牛叉闪闪，斯皮尔伯格真是拍传记片的天才！', '“how did u do this frank?”片头十分有意思，悬念里蕴含温馨，两人亦敌亦友，是一种值得去享受的矛盾关系。虽然是根据真实故事改编，但看下来还是能发现不少容易推敲的漏洞，亦或者在那个纯真的年代，其实并不需要多么复杂也能得到想要得到的。★★★★ ']"
钢琴家,9.1,344837,"['从此就喜欢上Adrien那张驴脸了', '你叫什么名字？ 斯皮尔曼。斯皮尔曼，一个好钢琴家的名字。', '如今这个民族仍然在继续受苦，苍天无眼', '可能因为刚看了拯救大兵，所以难免的觉得这里描述的世界太干净了．是的，即使你已经觉得很残忍了，它还是太干净漂亮了一点．但是我还是非常喜欢这部电影，．只要那些温暖的东西在，就好了，尽管战争的事实，实际上是要残酷得多的．', '对于一部记录二战中的犹太人的电影来说，相比《辛德勒名单》它只能算是入门；对于一部钢琴题材音乐电影来说，它也没有《海上钢琴师》壮阔。']"
本杰明·巴顿奇事,8.9,675240,"['你可以像疯狗那样对周围的一切愤愤不平， 你可以诅咒命运，但是等到最后一刻到来之时， 你还得平静的放手而去。每个人在某种程度上都对自己有不同的认识，但是我们最后都会去往同一个地方。只是走的路不同罢了。你也有属于你的道路。', '其实也是有感动，感动的点很奇妙。', '我们像婴儿一般来到这个世上,又像婴儿般安详的离去.留下的,也许都在最后与心爱的人眼神交汇那一个瞬间,从眼前飞逝而过的所有故事吧.', '细节成功，但缺乏整体性。', '哇被两个女王睡过的男人，简直可以说是Holy cock了']"
看不见的客人,8.8,780348,"['律师是假扮的这个梗其实倒是不难猜。不过这不是重点。重点在于“叙述”和“真相”的关系。在缺乏物证链条的基础上，男主的每一次叙述其实都是自洽且成立的，但或许也都不是真的。这一点才真的引人深思。我们所认定和掌握的真相，又有多少是被叙述掌控的呢？', '剧本太精彩，处处伏笔，层层反转，虚实交错，暗潮涌动。自作聪明的往往一败涂地，不动声色的才能笑到最后。', '所有爱玩反转的悬疑电影都可以用一句话来概括：你以为你以为的就是你以为的。', '看过片子后再来这个页面，发现海报上人物关系已经把结局剧透了。观影过程很享受，虽然结局并不难猜，但几段假设推理确实容易被误导，尽管每个假设都有一些经不起推敲的小细节，但是并不影响整体效果，除了老夫妻过分精明和易容的不彻底外，几乎没有大败笔。说别人脸盲的希望你在电影院也能一眼认出来。', '作为一部连环反转的惊悚片，此片对观众心理的拿捏是教科书级别的。不难猜中结局，但这个过程还是太精彩了。']"
让子弹飞,8.8,1096888,"['你给我翻译翻译，神马叫做TMD的惊喜！幽默、炫酷、西部片，自恋、隐喻、男性化，黑色、血腥、怪点子，卖腐、露点、性暗示，酒神、荒诞、神经错乱，草莽气息、英雄情结、革命浪漫主义外加一分的孤独。', '叉着腰！牛着屄！嗨起来！', '承认爆米花式的好看不行么？别分析政治隐喻了不如去分析下百年孤独更给力。这次是冯小刚式的姜文，不是国产大师不是救世主，他是凡客。。。', '开篇大四喜，尾声单钓将；麻筒子连七对，汤混子全不靠，四万字无番和；大三元影帝，清一色男配，花牌周韵，自摸姜文。', '根本不够格叫电影，就是一长篇相声。啥人物啊啥情感啊，啥都没。不过还可乐点。']"
海豚湾,9.3,275495,"['我觉得大部分看本片会有感的人，都不知道，中国的白暨豚已经灭绝8年了，也不会知道，长江里的江豚也仅剩1000左右了。与其感慨，咒骂日本人如何捕杀海豚，不如做些实际的事情，保护一下长江里的江豚吧，没几年，也将绝迹了。中国人做出来的事情，也不会比小日本好到哪儿去。', '看完确实很难受 但是其它被食用残杀的动物就因为比海豚低贱么...我也没办法真的素食主义..更别扭', '“必须屠杀海豚，因为他们吃了太多（我们的）鱼；必须屠杀海豚，因为要维护昔日大日本帝国的尊严！”  丑陋的真相背后总是有政府和利益集团的勾结。', '当Ric把屠杀海豚的视频绑在胸前闯进OPS的大会现场时...我的泪喷涌...', '自己在家里看都能鼓掌']"
西西里的美丽传说,8.9,659567,"['即使美丽也不能太招摇，招摇总会惹来悲惨的下场。男人在小的时候都喜欢成熟的女人吗？那为什么长大了却又喜欢小姑娘？......', '美丽无罪，不忍心看美丽在暴民政治下低头', '当相貌远远高于一个人的社会地位时，所带来的伤害也会远远高于一般人。', '太美,太性感.太凄凉.', '每個人在他最純真的歲月裡全身心愛上的那個人總是最難忘的，然而在她最無助的時候竟然沒有人挺身而出']"
情书,8.9,621740,"['那些没有开口的告白，最终还是让你听见了。', '无论如何都会流下热泪的电影，五星又怎么够！', '最后卡片翻过来后，我真的哭了。', '也许每人都有似曾相似的故事，逝去了才追悔莫及。', '你好吗？ 我很好。 你好吗？ 我很好。 你好吗？ 我很好。']"
拯救大兵瑞恩,9.0,435555,"['厄本这个角色很有意思，懦弱，非常懦弱，还有一种可笑的浪漫和无知的善良。他才是你我他，对战争的残酷抱有一种可耻的畏惧，并对其有好心的幻想。可惜事实并非如此，战争就是你死我活，战争是考验勇气的时刻，而非善心。胆小的也许能活下来，但在战争中，你已经输了。而那些死了的勇士，他们才是胜利者', '小狙太冷静了，太帅了！', '其实……我并不赞同这部片子所宣扬的精神……', '真正意义的大导大片，开场的抢滩和结尾的瑞梅尔血战机位控制臻入神技，牛逼的主次特写像一位幸存的二战联盟老兵啐着唾沫在回忆戎马。瑞梅尔的残破桥头，米勒上尉的身后是无尽残阳，他的面前是这个略显荒谬任务的完结，他的面前也是詹姆斯瑞恩的明天。', '那些近乎白描式的战役刻画，真实而震撼；米勒中尉不由自主颤抖的手，是那时每个如棋子般无法控制自己命运战士的写照；在更高层面上的人性与伦理的探讨，其实已经无关紧要。']"
小鞋子,9.2,267302,"['当他知道他得了第一名却拿不到第三名的奖品时,他伤心的哭了.', '妹妹给正在为寺院磨糖的爸爸倒了杯茶，“怎么不给爸爸准备糖呢？” “你手边不是有那么多糖么” ”那怎么行，这些是给清真寺的，我们只是代为保管，不可以拿的“。', '这些故事那么熟悉，就发生在我身上。', '我又想捐东西了。', '一点儿都不造作的那种 ']"
音乐之声,9.0,402823,"['难以被超越的音乐剧经典~~', '不知看过多少遍的经典 阿尔卑斯山脚美如画 纯真美好得不行', '有悦耳的音乐相随，有动人的情感相伴；有政治但没有阴谋，有战争却并不残酷；不愧是一部极佳的音乐电影！-2011.10.10 —————《音乐之声》上映50周年纪念日：在玛利亚的身上看到了自己的影子，喜爱大自然、喜爱音乐、带孩子们愉快到处地玩乐、教孩子们唱歌、……，满满的重温观影享受。-2015.03.02', '主题的音乐很好听，但可能是距离现在太久了，不太符合现在人的审美，感觉还好吧。', '会好看的电影，音乐非常好听，男主角的小孩真多啊！好可爱']"
美国往事,9.2,287599,"['一年多以后，我将它从四星改为了五星，期间未曾多看一遍。', '姜文的阳光灿烂的日子，杨德昌的牯岭街少年杀人事件，韩国的朋友都是模仿这部', '两场强暴戏毕竟是吃不消，男性的传奇之路上似乎最少不得的就是美丽而无人格的女性牺牲品', '太好看了。我喜欢它的叙事手法，少年、中年、老年穿插在一起，处理得很成熟干练。配乐非常棒。', '史诗叙事大师笔法，黄昏已近青春已远。而今男人的理想已改变太多。配乐绝佳。']"
穿条纹睡衣的男孩,9.1,328338,"['最后他成为了穿条纹睡衣的男孩。', '""突然镜头换到那扇黑色大门前，慢慢拉远。 \n如果你哭了。是为BRUNO对吗？ \n那么，shmul呢？""', '大半夜很容易走进情绪，最后的结局压抑得我说不出话。最可怕的教育是价值观的强行灌输，而最可怕的价值观是被一件条纹睡衣分割，看着姐姐满墙的贴画真是触目惊心的疼。', '小孩总是交友，大人总是树敌。', '我觉得它并不比[辛]差，不是只有透过大社会看战争才是正统的片子。父亲就算是纳粹也爱自己的妻子小孩，母亲做为女性心软，青少年容易被骟动，而什么都不知道的小孩只能接受大人给他灌输的知识。我觉得这些都是可以理解的，并不是“刻板”“形像化”的。最后的长镜头看了几遍']"
致命魔术,8.9,577477,"['孪生蝙蝠侠大战克隆金刚狼', '本片最大的看点其实是用Angier和Borden的幻术竞争来影射历史上Edison和Tesla的直流电与交流电之争。《记忆碎片》、《致命魔术》和《盗梦空间》基本上一个套路嘛。如果Nolan拍片子总是用这种捣蒜的方式讲故事的话，看多了真觉得没啥意思了。', '这个片子有两个败点，其一：模式天才的胞弟出现太过唐突，显得有些老套；其二：用科幻成分作为支点，略显编剧底气不足。不过整体看来，属于上乘之作。', '重点是你从一开始就渴望被剧情欺骗，当你彻底陷入一场骗局，你看到的只是导演想让你看到的，这也是影片的伟大之处。诺兰对于观影情绪的把控和希区柯克是同一级别的！★★★★★', '克隆出来的Hugh Jackman别杀啊，给咱一人派一个啊……']"
七宗罪,8.8,674622,"['决定永远不暴食', '结局真的很惊人。惨绝人寰……', '结局让我喜欢这部电影', '整个片子营造一种阴暗的氛围，好像在衬托主题和基调。可是事实上，除了几幕血腥恶心场景外，实在没什么可圈可点的地方了。而且片子中还有好多地方模糊暧昧，模棱两可。人物刻画也不够深刻。最后的结局部分，谁证明那个纸盒里面一定是小警察老婆的人头？而且，即使是，老头如果真想阻止小警察开枪的话，', '色调太深沉，纽约的雨一直下，混乱的街区，血腥的现场。\n有些画面好恶心，分2天看完的，特别喜欢老警察，演技台词都是一流的。\n还有万万没想到的结局。\n']"
低俗小说,8.8,574348,"['太正点了，那妞。。。\n', '怎么会有人说这部电影不好？五年间我看了至少六七遍，它是这么好玩而且嚼劲十足，开心得让人觉得在读一本好小说，昆丁是个很赞的story teller，这不就够了吗。', '剑走偏锋，成就鬼才', '昆汀有三宝，恋足，逼叨，配乐屌。', '不要在上厕所的时候看书  不要过量吸毒 不要把枪放在厕所门口']"
绿皮书,8.9,998689,"['“如果我不够黑人，也不够白人，又或不够男人，那请你告诉我，托尼，那我到底算是什么人？！”——恭喜，你是最政治正确的人。', '让人印象最深的片段是他们的车在南部的乡间小路上抛锚，和田里劳作的黑奴对视的那一幕，无声却发出巨响。', '绝对是今年tiff我看过的最有意思的一部电影，全场笑声掌声就没停过。节奏欢快，情节有趣又不失深度。V叔扮演的来自Bronx街头的意大利裔司机和Ali扮演的受高等教育的黑人音乐家碰撞出令人惊喜的火花，二人从纽约一路向南巡演，然而越向南种族歧视也越来越严重。导演用一种巧妙的角度向观众展示了当时的不公以及音乐家内心的纠葛。尽管他从小就在不同的重要场合表演，然而最尽兴的一次却是在圣诞前夕的一个黑人小酒吧。...', '赶走偏见不是靠鸣枪，赢得尊重不是靠拳头。为了如厕宁可折返，为了用餐甘愿罢演，受到霸凌不视为侮辱而视为考验，受到恩惠不视为荣耀而视为耻辱。南方劳作的黑奴看到路边的他衣冠楚楚，如同一个预言。一家上流餐厅，一间宽敞厕所，一个高档试衣间都没能容纳下的东西，却装进了一方绿色车厢，勇敢上路。', '#剧作#第1点：让妻子接电话，电话内容全部隐掉，呈现妻子的表演，并描写夫妻间的感情。第2点：24分钟才出现核心道具“绿皮书”。第3点：公路片类型。第4点：到35分钟，音乐起，镜头从欢笑的人们摇到孤寂的一人。第5点：多来一条书信的线，也是一条情感变化线。第6点：43分钟，小人物开始反击，第7点：46分钟，黑人扳回一局，第8点：48分钟。意大利人解决问题独特的方式。第9点：50分钟，开始敞开心扉。第1...']"
沉默的羔羊,8.8,571164,"['棒就一字，看完后记住那句话“勇敢的克拉丽斯，如果有一天你的羔羊停止了尖叫，你会来告诉我吗？”', 'T-BAG出现之前，安东尼大叔一直是我的绝对偶像。', '手指触碰的镜头好美！', '親愛的朱迪，當時我還不懂人為什么會有那麼深沉的夢魘……', '重温经典，发现现在多少影片借鉴了它。。。很喜欢沉默的羔羊这个隐喻，虽然我也不确定它到底暗示了什么。。']"
蝴蝶效应,8.8,634795,"['每一次的选择已经是最好的选择了。改变未必是优化。', '阿什顿·库彻演技平庸，技巧浮夸，呲牙咧嘴、毫无特色。为什么他还老接到好剧本。', '人的命运被自己瞬间的抉择改变。', '前半段是“诱惑肌肤”，后半段是“疾走罗拉”。通过大脑开外挂，不断拓扑出各种现实，最后一步步修正回原点。你无法改变一个人又不毁掉他。软科幻，硬惊悚，震撼结尾。', '这部片一定要看导演剪辑版！最后的胎儿简直震撼人心！！！然后还特地追了几个不同版本的结局，其实也挺各有千秋的！']"
被嫌弃的松子的一生,8.9,513689,"['她不明白人生失败的根源就是全身心地投入舍弃自尊来博得并不值得拥有的所谓爱', '\u3000\u3000""小时候,谁都觉得自己的未来闪闪发光,不是吗 \u3000\u3000但是一旦长大,没有一件事会遂自己心愿"" \u3000\u3000 \u3000\u3000她总是想着办法，即便是些常人看起来怪异可笑的办法来面对不太公平的生活遭遇． \u3000\u3000 \u3000\u3000看得我真他妈压抑. \u3000\u3000我就是无比恐惧自己的生活会变成这个样子 \u3000\u3000导演和编剧把我对我生活的梦魇般的臆想变成了胶片', '可她最后还不是绝望了…这又何止是松子一人的人生…所以，孩子小时候一定不能缺爱，我以为松子悲剧的起源就在于从小她父亲对她的漠视…使得她在爱与被爱上充满了渴望，却又总是处于极卑微的状态，这样的卑微岂能不悲剧…', '她只是怕寂寞……', '生而为人，对不起。']"
春光乍泄,8.9,426763,"['光棍节给自己准备的电影《春光乍泄》，根本就是找虐。。。。黎耀辉简直是八心八箭4个9的纯GAY，极品中的极品，GAY中的爱马仕，GAY中的劳力士，GAY中的劳斯莱斯，上下5000年不可多得的尤物！！！我想变男人要这样的男朋友啊啊啊啊', '总是觉得，站在瀑布下的应该是两个人。', '爱到极至，就是两个人的互相折磨。', '影片两个男主人公的名字竟然就是两个摄影助手的名字，感叹于王家卫随性而行的个性。', '谁是何宝荣？谁愿在一个转灯里看出真瀑布来？谁在意楼道里的声音？谁藏起了护照，谁抱着你吻着你只穿四角裤醉倒在布宜诺斯艾利斯的天台上？而直到最后，又是谁被瀑布的激流打得浑身透湿，分不清是否有落下一滴眼泪了呢？当然，也极爱乌龟的happytogether..离苦，同乐']"
禁闭岛,8.8,632367,"['非阴谋结局 泰迪确实病了 最后泰迪是被治好了 但他不愿活在痛苦中 因而假装自己又犯病了而去做切除手术', '昔日翩翩少年,今日大腹便便!', '结局是开放式的，随便你怎么演绎都有理。所以大概不能断定说看到一半就猜到吧。', '他到底会像怪物一样活着，还是会像好人一样死去呢？', '实在是看得我直犯晕。看了两遍，第一遍觉得男主本身就是个疯子，第二遍又觉得他没疯……他到底疯没疯我是不知道了，我感觉我快要疯了。']"
心灵捕手,8.9,473385,"['比起心灵捕手更让我触动的是男人的友情。“我每天到你家接你，我们出去喝酒笑闹，那很棒。但我一天中最棒的时刻，只有十秒，从停车到你家门口，每次我敲门，都希望你不在了，不说再见，什么都没有，你就走了，我懂得不多，但我很清楚。”', '能够做自己的心想做的事，菲尔兹奖又算个什么。抄三句台词。1.你花一万五所受的教育用一块五就能在公共图书馆得到。2.你没离开过波士顿，问你艺术你可能会提出艺术书籍中的粗浅论调，有关米开朗基罗你知道的很多，但你不知道西斯庭教堂的气味，你从没站在那儿看着美丽的天花板...问战争你会引用莎士比亚的话，但你从没接近过战争，看着好友吐出最后一口气...而你只是看了我的一张画就认定了解我的全部，你把我的人生撕裂...', '心理学教授明显的INFP，数学教授则有些INTJ。至于天才少年大概是INTP。有些人天生就幸运，拿了一手好牌。而大部分的我们却只能努力把自己的烂牌打好。如果你可以自由选择做任何事，你会做什么？也许那才是你真正想做的——如果说天才类题材有其现实意义的话', '居然是Gus Van Sant的片子.本和达蒙的剧本不错,“你不了解真正的失去，唯有爱别人胜于爱自己才能体会。”""我若跟你谈美术,你只能引用美术专著空谈理论,但你连梵蒂岗的气味也不知吧,你没试过站在那儿,昂首眺望天花板上的名画吧;如果我问你女人的事,你大可以向我如数家珍,但你没法说出在女人身边醒来时,那份内心的真正喜悦;我如果和你谈战争,你会向我大抛莎士比亚,朗诵十四行诗,可是你从未亲临战争,未试...', '“我们的小缺点让我们找到对的人。”没有谁是完美的人，最亲密的人就是能够完美的接受对方的不完美。在那个年代，有许多这样的励志影片，或许现在回头看会觉得俗套说教，但精致的对白，动人的配乐，达蒙与罗宾的飚戏，始终会有抓住你的地方。生活有時候只是一种伪装，真正的声音源自我们内心。★★★★']"
布达佩斯大饭店,8.8,598454,"['四重时空与讲述方式以及画幅的迷人结构【越靠近现在越狭窄间接】，主体故事全景描绘了欧洲战前文化褪色的最后辉煌【礼数，名画，家族】，作为见证者的Zero【移民】对依然消失的“精神家园欧洲”的怀旧感，以及对老电影的表演方式和镜头运用的模仿致敬，加上费因斯的精妙表演与卡司，安德森迈入大师门槛', '他，还有她，就那样离开了，昨日的世界也不复存在。', '刺激的色彩，独特的人物，湍急的镜头运动起飞的节奏，停不下来的爽与赞。对于这样的导演，不论多么细微的角色，演员都会愿意接受，因为最细微的角色，也有足够的个性，让观众记住。', '流光溢彩的精致画面，如坐过山车般呼啸生风的节奏，夸张的肢体语言竟然有向“摩登时代”致敬的意味。看这样的电影就像做梦，就像面对五颜六色、充满奇思幻想的糖果，让人忍不住舔了又舔。如果有天韦斯·安德森返老还童，我想我也丝毫不会奇怪！', '一张寄往旧时欧洲的精致明信片，L’Air de Panache的味道充斥整个屏幕，冷幽默和由慢至快的节奏依旧，尾声的高潮之后迷漫着令人惆怅的尾香。逝去的终将逝去，这童话式的一瞥令人难忘。']"
海蒂和爷爷,9.2,226118,"['小姑娘很有灵气，给人的感觉就好像天生属于大山，光着脚奔跑在花草山峦中，风般轻盈，鸟儿般欢乐。电影中的感情都很真挚，也很友善，没有绝对的坏人，而且大家到最后都得到了所希望的幸福，这种幸福让观众看着也幸福。', '凭着取景在瑞士宛如天堂的阿尔卑斯山就值得打十星！！！我十分赞同曾经看过的一个观点：每个人童年时期与大自然的亲密接触是十分必要的，与自然相处你才会有更高的审美，才会在内心深处更准确的悟出人是什么活着是为什么这样问题的答案。对社会的认识越深，才会越发觉得返璞归真才最珍贵。棒。', '今年第一个惊喜！可能有点偏儿童，但绝对老少皆宜。小姑娘呀，你可千万别长残了', '愿意穷尽这一生，去守护海蒂洁白无瑕的笑容。Peter失手推下山的轮椅，反而成了帮助Klara重新站起来的助力，真的给人一种生命的美好会创造无限miracle的感觉。“If something in life brings you joy, then you simply have to do it, regardless of what people say.”', '5颗星完全不够用']"
勇敢的心,8.9,430775,"['Freedom！自由从未来得这么震撼心灵过~~', '其实觉得一般来着', '生命诚可贵，自由价更高。', '梅尔吉布森自导自演，斩获奥斯卡多项大奖。这部影片从史实角度看完全不及格，但从史诗角度看绝对堪称经典。童年苦情经历、爱情、复仇、战争、背叛、受刑等英雄片的元素齐集，配以高潮迭起的剧情和悠扬的苏格兰风笛，让人即使知道剧情与史实不符，也禁不住流泪。（8.5/10）', '比较一般，可能是在家看所以不震撼']"
剪刀手爱德华,8.7,770962,"['除了JohnnyDepp 还能有谁能有那样的眼神？', 'JohnnyDepp最经典的一部片.\r\n很美丽的童话.\r\n那个孤独而美丽的爱德华让我至少哭了两遍!', '童话真美好 现实太聒噪', 'Adward脆弱的眼神永远忘不掉', '第一页显示出来的影评都挺恶心的。滥情。影评的悲哀是写成了剧情介绍']"
阿凡达,8.7,911945,"['钉子户 大战 城管 in 3D', ' James Cameron闭上眼，全是电影的明天。', '有一天,意中人会踏着飞着的大怪兽来救我.然后I see you...', '绿色，环保，和平，战争，爱情，友谊，\r\n惊悚，悬疑，血腥，暴力，科幻，纪实，\r\n肌肉佬，人兽交，重口味。。。。。。。\r\n全都有了。\r\n你是选择回老家做残障，\r\n还是留在外地做皇帝？', '所有3D片给我的感受都是一个样：戴两副眼镜真累，剧情真EASY，随随便便就完了。']"
天使爱美丽,8.7,740406,"['有没有人觉得和重庆深林里的王菲有点相似？', '洋溢着法国人的性格风情', '从这部开始不喜欢法国电影的。。', '浓重的法国情调，舒缓，镜头语言动听。女主角漂亮。唯一的不足就是……这样的爱情会不会太作了？爱情就是门口经过的大巴，现在不上，以后都不能再上了……', '浪漫到骨子里，忧郁，神经质，跳跃，文艺是很典型的法国电影啊！喜欢的人为它如痴如醉，不喜欢的人看的昏昏欲睡，两种极端。我只能说非常好，非常适合一遍一遍地欣赏。艾米丽是天使，拥抱世人，容纳那些不美好。']"
摩登时代,9.3,185840,"['靠，看了才知道，星爷有那么多东西是从这里学来的。', '这是卓别林第一部有声片，他尽可能写一个对话剧本，尽可能尝试一次“声音”的实验，然而由于卓别林坚持一贯的“流浪汉”角色，“声音”似乎又与角色不协调。反观，声音又以一种独特的方式呈现，我们听到的机械设备（有声）对人的打压（无声）正符合了电影主题的象征。', '他是个天才。|他们两个坐在草地上遐想向往的生活的时候，神情是多么的美好啊~', '卓别林总带有纯真的浪漫。影片宛如他早年时代的缩影，尽管工作根本无法让人过上体面的生活，却依旧保持着乐观。就像结尾，你根本不知道明天会在哪儿，还是会跟着他走下去。', '  那时的人们尽管贫穷，但很善良，不禁让人反思，物欲横流的今天，现在的人们又是怎样的呢？']"
加勒比海盗,8.7,603733,"['我看了六遍.好不好已经和商业无关了.', '“因为地平线一直在那。你想到达那儿，但你永远到达不了。就是那样，遥不可及难以放弃。” \r\n', '所以海盗不只是有凶神恶煞那类的，还有阴柔如德普型，角色凌驾于故事就是这片了。', '船长登陆那一段，有点创意。', '放荡不羁的杰克船长，以海为家，以船为马的海盗们，那是属于你们的航海时代，升起骷髅旗，去远航吧！']"
致命ID,8.8,529895,"['吓得我都要人格分裂了！！！以后打死都不要再看恐怖烧脑片！！！！！', '没办法不打五星啊，虽然不到一半就猜到了结局。', '本以为是娱乐片，却是一部精彩的悬疑片，和《记忆碎片》一样，不到结尾不见真相。前段或许有些老套，但进行到中段的解谜阶段就很紧张了，后面的真相揭开后，又将剧情推向一个让人瞠目结舌的高潮，难得的是在结尾，居然再次给了观众心灵一记刺痛。善与恶，原本就是一体的。 PS:1.以罪犯幻想之情节名义给剧本许多地方逻辑推理不足找到了借口2.Mhotel又有何寓意呢3.对影片营造的黑夜，阴冷，潮湿氛围很中意last....', '哇！我是那个被剧透了也觉得好看的人，我好厉害！', '又一部向阿婆《无人生还》致敬的电影，但是这种精神病题材很好写，就是怎么玄乎怎么来，根本不需要有逻辑，不需要交代凶手怎么装炸弹怎么把尸体弄没了的。不像阿婆写侦探小说就一定得把场给圆清楚，这样看来编剧的水平就高下立现了。']"
喜剧之王,8.7,626749,"['我养你啊', '我不是真的要你有钱才能养我，我只需要你为了我放弃声名的勇气', '又有什么？谁说一个跑龙套的不能爱上一个妓女？', '戏梦人生，笑中带泪，好作品', '失望！太想真诚，倒显得做作了']"
断背山,8.8,513026,"['【剧透】你有一个挚爱你的人，但我不敢说你也挚爱着他，因为你有太多的怯懦。我当然知道你爱他，你哭着对那两件衬衣发誓，让我也跟着掉泪。只不过我还是会想：或许你更爱你自己。他死了，再也不能爱你了，你后悔了吗？', '这就是他们的命吧。李安说：人人的心中都有一座断背山。其实，不如说每个人都有回不去的地方。一个夏天的故事就是一辈子的回忆，因为这种不等式的交换才让他们生命的价值显得悲壮而又无奈。烟花已灭，埃尼斯与杰克都在黑暗之中，一开始看不清别人，也看不清楚自己，可慢慢的都习惯了。潮起潮落，有的人认命了，就飘飘荡荡地活着，有的人不肯认命，就挣扎地想抱一丝希望，无非是想多找到一点可以温暖的回忆。其实，不管怎样都是不容...', '近乎完美的杰作，震撼心灵。', '原来爱情都相同，只是戴着不同的面孔。', 'He was a friend of mine.']"
幽灵公主,8.9,376729,"['宫骑骏就是个生态环保大师啊。', '他的作品中的思想深度和人文思考区别于其他浅薄的娱乐性动画片。', '人与自然的战争史诗', '飞鸟的一句你好美，把我心都化了。还有六部宫崎骏的动画片没看，这样算来岂不是比诸位都幸福多了？', '宫崎骏的少年永远美好']"
杀人回忆,8.8,434227,"['这并非一个寻求真相的故事，而是关于真到底相如何被整没了……', '嗨凶手，你也在看这部片吗？送给你的，杀人回忆', '这片给我的阴影才是史无前例好么？5年前大学拉片课上看的，看完了已经半夜12点，我走回寝室腿都抖的站不起来，一年中再也没吃过桃子。奉俊昊和宋康昊联手，真不是闹着玩的，经典至极。', '拍得非常好，是不是传说里的评价太好了，我竟然有点小失望，一直到片尾也没满足。', '无懈可击！影片的焦点从不在连环杀人案本身，主线是每个人深陷泥潭的不能自拔，副线则是当时整个韩国社会的动荡不安，时间的推移不能洗刷罪恶，宋康昊结尾处的眼神映射出无限的沧桑；第一次犯罪现场的长镜头和追捕手淫者的快速剪辑这两段都快要让我哭出来了。']"
入殓师,8.8,437517,"['整矫情了..做殡葬业需要那么多感怀身世和心理建设吗...在我们中国，这是一个超级暴利而令人羡慕的行业', '我觉得这个电影不是讲死亡 甚至什么追忆怀念云云 而是讲一个人在逆境中如何面对世俗的目光生活 从在意别人的眼光 到最后在工作中找到自己的价值 高度认同它 与世界沟通 还有宽恕他人 从而达到自我的新生 从这个角度来讲 这部电影是更像是一部励志片 而不是简单的感情片', '对待死的敬意，犹如对待生的真诚。举重若轻。', '日本人的表演还是太做作', '入殓师老板在自家店铺楼顶的玻璃花房里烤河豚鱼白吃，四周都是绿葱葱的植物。\r\n']"
